encabezado,enlace,fuente,fecha,clase
Coronavirus: morir aislado,https://www.milenio.com/opinion/oscar-hernandez/vademecum/coronavirus-morir-aislado,milenio,27-01-2020,1
Bolsa mexicana y Wall Street caen ante mayor temor por virus de China,https://www.milenio.com/negocios/bmv-cae-fuerza-apertura-temor-virus-china,milenio,27-01-2020,1
"BMV tiene su peor jornada en más de un año ""contagiada"" por coronavirus",https://www.milenio.com/negocios/bmv-tiene-su-peor-jornada-en-mas-de-un-ano-contagiada-por-coronavirus,milenio,27-01-2020,1
China aplaza hasta nuevo aviso comienzo de clases por coronavirus,https://www.milenio.com/internacional/por-coronavirus-clases-en-china-estan-suspendidas-hasta-nuevo-aviso,milenio,27-01-2020,0
Repatriarán a 62 estudiantes guanajuatenses en China que así lo deseen,https://www.milenio.com/politica/comunidad/coronavirus-regresaran-62-becarios-guanajuatenses-china,milenio,27-01-2020,0
México está blindado ante coronavirus: López-Gatell,https://www.milenio.com/politica/comunidad/lopez-gatell-mexico-blindado-alerta-oms-coronavirus,milenio,27-01-2020,0
"Al alza, amenaza por nuevo coronavirus; hay más casos",https://www.eluniversal.com.mx/mundo/al-alza-amenaza-por-nuevo-coronavirus-hay-mas-casos,universal,28-01-2020,1
Sube amenaza por coronavirus,https://www.eluniversal.com.mx/video/mundo/sube-amenaza-por-coronavirus,universal,28-01-2020,1
AMLO: Hasta hoy no se tienen riesgos en México por posible propagación del coronavirus,https://www.eluniversal.com.mx/nacion/la-mananera-hasta-hoy-no-se-tienen-riesgos-en-mexico-por-posible-propagacion-del-coronavirus,universal,28-01-2020,1
Hong Kong suspende conexiones de tren y ferry con China por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-hong-kong-suspende-conexiones-de-tren-con-china,universal,28-01-2020,0
China acepta que la OMS envíe expertos internacionales por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-de-wuhan-china-acepta-que-la-oms-envie-expertos,universal,28-01-2020,0
Hong Kong cierra museos por coronavirus,https://www.eluniversal.com.mx/cultura/coronavirus-hong-kong-cierra-museos,universal,28-01-2020,0
Algunos de los aspectos más preocupantes del virus de Wuhan,https://www.eluniversal.com.mx/mundo/coronavirus-algunos-de-los-aspectos-mas-preocupantes-del-virus-de-wuhan,universal,28-01-2020,1
Elevan a 131 las muertes por coronavirus de Wuhan en China,https://www.eluniversal.com.mx/mundo/elevan-131-las-muertes-por-coronavirus-de-wuhan-en-china,universal,28-01-2020,0
Japón evacua a 200 de sus ciudadanos en Wuhan por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-japon-evacua-200-ciudadanos-de-wuhan,universal,28-01-2020,0
Sufren mercados contagio de miedo por coronavirus,https://www.milenio.com/negocios/financial-times/sufren-mercados-contagio-de-miedo-por-coronavirus,milenio,28-01-2020,1
Hong Kong cerrará espacios públicos para combatir el coronavirus,https://www.milenio.com/internacional/asia-y-oceania/hong-kong-cerrara-estadios-playas-museos-combatir-coronavirus,milenio,28-01-2020,0
Diario danés hace caricatura sobre el coronavirus; China exige disculpas,https://www.milenio.com/internacional/asia-y-oceania/china-exige-disculpas-diario-danes-caricatura-coronavir,milenio,28-01-2020,0
"En México no hay riesgo por coronavirus, dice AMLO; pide mantener la tranquilidad",https://www.milenio.com/politica/por-coronavirus-en-mexico-no-hay-riesgo-amlo,milenio,28-01-2020,1
Senado cancela festejo de Año Nuevo chino por coronavirus,https://www.milenio.com/politica/coronavirus-senado-cancela-festejo-ano-chino,milenio,28-01-2020,0
"Cuatro mexicanos han pedido salir de Wuhan, China, por coronavirus",https://www.milenio.com/ciencia-y-salud/coronavirus-4-mexicanos-pedido-salir-wuhan,milenio,28-01-2020,0
Parecía el Apocalipsis zombie: tampiqueño que regresó de China por coronavirus,https://www.milenio.com/politica/comunidad/tampiqueno-vive-la-emergencia-del-coronavirus-en-china,milenio,28-01-2020,1
En Malasia se eleva a 7 cifra de infectados por coronavirus,https://www.milenio.com/internacional/coronavirus-malasia-informa-que-hay-7-infectados-en-el-pais,milenio,28-01-2020,1
"""El mundo entero tiene que actuar ante el coronavirus"": OMS",https://www.eluniversal.com.mx/mundo/el-mundo-entero-tiene-que-actuar-ante-el-coronavirus-oms,universal,29-01-2020,0
Mercados dejan atrás pánico por el coronavirus y repuntan,https://www.milenio.com/negocios/financial-times/mercados-dejan-atras-panico-por-el-coronavirus-y-repuntan,milenio,29-01-2020,1
Guanajuatenses aislados en Tianjin anhelan regreso ante Coronavirus,https://www.milenio.com/politica/comunidad/estudiantes-guanajuatenses-anhelan-regreso-china-coronavirus,milenio,29-01-2020,1
Finlandia confirma su primer caso de coronavirus,https://www.milenio.com/internacional/europa/finlandia-confirma-su-primer-caso-coronavirus,milenio,29-01-2020,0
Aerolíneas suspenden vuelos a China por coronavirus,https://www.milenio.com/negocios/por-coronavirus-aerolineas-suspenden-vuelos-a-china,milenio,29-01-2020,0
Suman 170 muertos y 7 mil infectados por coronavirus en China,https://www.milenio.com/internacional/coronavirus-china-confirma-169-muertos-7-mil-infectados,milenio,29-01-2020,1
Italia repatriará a sus ciudadanos en Wuhan por riesgo de coronavirus,https://www.la-prensa.com.mx/mundo/italia-envia-avion-a-wuhan-china-para-repatriar-a-sus-ciudadanos-coronavirus-4764340.html,laprensa,29-01-2020,1
Coronavirus. Por qué en China han surgido las últimas grandes pandemias,https://www.eluniversal.com.mx/video/mundo/coronavirus-por-que-en-china-han-surgido-las-ultimas-grandes-pandemias,universal,30-01-2020,1
Descartan coronavirus a pasajera china de crucero italiano tras primeras pruebas,https://www.eluniversal.com.mx/mundo/descartan-coronavirus-pasajera-china-de-crucero-italiano,universal,30-01-2020,0
Lilly Téllez pide ayuda para traer de China a “estudiantes de Sonora desesperados” por coronavirus,https://www.eluniversal.com.mx/estados/coronavirus-lilly-tellez-pide-ayuda-para-traer-de-china-estudiantes-de-sonora,universal,30-01-2020,1
Rusia cierra su frontera con China por el brote del coronavirus de Wuhan,https://www.eluniversal.com.mx/mundo/coronavirus-de-wuhan-rusia-cierra-su-frontera-con-china,universal,30-01-2020,0
Así vive una mexicana la cuarentena por el coronavirus en Wuhan,https://www.eluniversal.com.mx/mundo/asi-vive-una-mexicana-la-cuarentena-por-el-coronavirus-en-wuhan,universal,30-01-2020,1
OMS declara emergencia internacional por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-de-wuhan-oms-declara-emergencia-internacional-por-virus,universal,30-01-2020,0
¿Qué implica que la OMS declare una emergencia internacional?,https://www.eluniversal.com.mx/ciencia-y-salud/oms-que-implica-que-declare-una-emergencia-internacional,universal,30-01-2020,0
¿Quiénes son más susceptibles a contraer coronavirus?,https://www.eluniversal.com.mx/mundo/quienes-son-mas-susceptibles-contraer-coronavirus,universal,30-01-2020,0
La isla donde Australia planea poner en cuarentena a cientos de personas por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-la-isla-que-australia-planea-usar-para-cuarentena-por-el-virus,universal,30-01-2020,1
Rusia cierra fronteras con China por coronavirus,https://www.milenio.com/internacional/coronavirus-rusia-cierra-fronteras-china-evitar-contagios,milenio,30-01-2020,0
Se mantendrá módulo de información sobre coronavirus en AIT,https://www.milenio.com/politica/gobierno/coronavirus-se-mantendra-modulo-de-informacion-en-ait,milenio,30-01-2020,0
Descartan coronavirus en mujer china que viaja en crucero en Roma,https://www.milenio.com/internacional/europa/descartan-coronavirus-mujer-china-viaja-crucero-roma,milenio,30-01-2020,0
"Coronavirus también ‘infecta’ la web, advierte Kaspersky",https://www.milenio.com/negocios/coronavirus-tambien-infecta-la-web-advierte-kaspersky,milenio,30-01-2020,1
¿Qué es una emergencia internacional y por qué fue declarada por la OMS?,https://www.milenio.com/ciencia-y-salud/coronavirus-por-que-la-oms-declaro-emergencia-internacional,milenio,30-01-2020,0
Poblanos cancelan viajes a China ante alerta por coronavirus,https://www.milenio.com/negocios/poblanos-cancelan-viajes-china-alerta-coronavirus,milenio,30-01-2020,1
Ebrard anuncia red de América Latina para investigar coronavirus,https://www.milenio.com/politica/coronavirus-mexico-paises-celac-acuerdan-red-virologos,milenio,30-01-2020,0
Aún es pronto para evaluar impacto de coronavirus en economía: FMI,https://www.milenio.com/negocios/fmi-aun-es-pronto-para-evaluar-impacto-de-coronavirus-en-economia,milenio,30-01-2020,0
Emergencia global por el coronavirus,https://www.milenio.com/internacional/mas-internacional/emergencia-global-por-el-coronavirus,milenio,31-01-2020,1
Paty Navidad afirma que 'élite oscura' creó el coronavirus para controlar a las masas,https://www.milenio.com/espectaculos/famosos/paty-navidad-afirma-coronavirus-controlar-masas,milenio,31-01-2020,1
EU declara emergencia de salud pública por coronavirus,https://www.milenio.com/internacional/estados-unidos/gobierno-eu-declara-emergencia-salud-publica-coronavirus,milenio,31-01-2020,0
Tamaulipas activa fase preventiva por coronavirus,https://www.milenio.com/politica/comunidad/tamaulipas-activa-fase-preventiva-por-coronavirus,milenio,31-01-2020,0
¿Cuáles son los síntomas del coronavirus de Wuhan?,https://www.milenio.com/ciencia-y-salud/coronavirus-de-wuhan-sintomas-de-la-enfermedad,milenio,31-01-2020,0
¿Qué hacer en caso de sospecha de contagio de coronavirus?,https://www.milenio.com/ciencia-y-salud/coronavirus-en-mexico-que-hacer-y-medidas-para-reportar-casos,milenio,31-01-2020,0
"Qué es el coronavirus, cuáles son sus síntomas y cómo se contagia",https://www.milenio.com/ciencia-y-salud/coronavirus-que-es-sintomas-y-como-se-contagia,milenio,31-01-2020,0
Mapa en Google muestra en vivo casos registrados de coronavirus,https://www.milenio.com/ciencia-y-salud/coronavirus-google-maps-muestra-lugares-enfermos,milenio,31-01-2020,0
"AMLO pide no alertarse por coronavirus, ""no es tan fatal""",https://www.la-prensa.com.mx/mexico/sociedad/noticias-amlo-andres-manuel-lopez-obrador-hoy-conferencia-mananera-amlo-pide-no-alertarse-por-coronavirus-no-es-tan-fatal-4775546.html,laprensa,31-01-2020,1
Alista Cofepris resultado sobre vacuna,https://www.eluniversal.com.mx/nacion/alista-cofepris-resultado-sobre-vacuna,universal,1-02-2020,0
Hijos mandan emotivo mensaje a doctora que lucha contra el coronavirus en Wuhan,https://www.eluniversal.com.mx/mundo/hijos-mandan-emotivo-mensaje-doctora-que-lucha-contra-el-coronavirus-en-wuhan,universal,1-02-2020,1
Este es el impacto del coronavirus a la economía de China y del mundo,https://www.eluniversal.com.mx/mundo/este-es-el-impacto-del-coronavirus-la-economia-de-china-y-del-mundo,universal,1-02-2020,0
Estudiantes provenientes de China están sanos: Salud de Guanajuato,https://www.eluniversal.com.mx/nacion/politica/estudiantes-provenientes-de-china-estan-sanos-salud-de-guanajuato,universal,1-02-2020,0
"Salen 10 mexicanos de Wuhan, China, donde inició brote de coronavirus",https://www.eluniversal.com.mx/nacion/sociedad/salen-10-mexicanos-de-wuhan-china-donde-inicio-brote-de-coronavirus,universal,1-02-2020,0
Filipinas registra la primera muerte por coronavirus fuera de China,https://www.eluniversal.com.mx/mundo/filipinas-registra-la-primera-muerte-por-coronavirus-fuera-de-china,universal,1-02-2020,0
Tampiqueño no puede salir de China por crisis de coronavirus,https://www.milenio.com/politica/comunidad/tamaulipas-crisis-coronavirus-tampiqueno-salir-china,milenio,1-02-2020,1
Amplían aislamiento de China por coronavirus,https://www.eluniversal.com.mx/video/nacion/amplian-aislamiento-de-china-por-coronavirus-enportada,universal,2-02-2020,1
La CDMX está preparada para cualquier contingencia por el coronavirus: Sheinbaum,https://www.eluniversal.com.mx/metropoli/cdmx/la-cdmx-esta-preparada-para-cualquier-contingencia-por-el-coronavirus-sheinbaum,universal,2-02-2020,0
Sube a 360 muertos por coronavirus en China; hay 14 mil contagios,https://www.eluniversal.com.mx/mundo/coronavirus-de-wuhan-sube-360-los-muertos-en-china,universal,2-02-2020,1
Pasajeros provenientes de Hubei estarán sujetos a revisiones médicas en México,https://www.eluniversal.com.mx/nacion/coronavirus-solo-pasajeros-provenientes-de-hubei-estaran-sujetos-revisiones-medicas,universal,2-02-2020,0
Aeroméxico restringe viajes a EU para pasajeros que hayan pasado por China,https://www.eluniversal.com.mx/cartera/aeromexico-restringe-viajes-eu-para-pasajeros-que-hayan-pasado-por-china,universal,2-02-2020,0
"Por coronavirus, instalan módulos de información en aeropuertos de Chiapas",https://www.eluniversal.com.mx/estados/instalan-modulos-en-aeropuertos-de-chiapas-por-coronavirus,universal,2-02-2020,0
El G7 tratará en reunión respuesta al coronavirus,https://www.milenio.com/internacional/europa/paises-del-g7-trataran-respuesta-al-coronavirus,milenio,2-02-2020,0
"Ante coronavirus, CdMx está lista: Sheinbaum",https://www.milenio.com/politica/comunidad/ante-coronavirus-cdmx-esta-lista-claudia-sheinbaum,milenio,2-02-2020,0
"Tras Coronavirus, aumenta demanda en venta de cubrebocas en León",https://www.milenio.com/ciencia-y-salud/tras-coronavirus-aumenta-demanda-en-venta-de-cubrebocas,milenio,2-02-2020,0
"Por coronavirus, Fórmula E suspende parada en China",https://www.milenio.com/deportes/motor/coronavirus-formula-suspende-eprix-sanya-china,milenio,2-02-2020,0
Aeroméxico anuncia medidas contra coronavirus para quienes viajan a EU,https://www.milenio.com/negocios/coronavirus-aeromexico-anuncia-medidas-viajan-eu,milenio,2-02-2020,0
OMS lanza campaña contra fake news sobre el coronavirus,https://www.la-prensa.com.mx/mundo/oms-lanza-campana-contra-fake-news-sobre-el-coronavirus-4783699.html,laprensa,2-02-2020,0
"China abre hospital para coronavirus, construido en 10 días",https://www.eluniversal.com.mx/mundo/china-abre-hospital-para-coronavirus-calma-los-mercados,universal,3-02-2020,0
China termina hospital para tratar a pacientes con coronavirus,https://www.eluniversal.com.mx/video/mundo/china-termina-hospital-para-tratar-pacientes-con-coronavirus,universal,3-02-2020,0
"“¡Por favor, alimenten a mi gato!”: las mascotas, víctimas colaterales del coronavirus",https://www.eluniversal.com.mx/mundo/coronavirus-de-wuhan-mascotas-victimas-colaterales-de-la-cuarentena,universal,3-02-2020,1
China acusa a EU de no ayudar y crear pánico por el coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-de-wuhan-china-acusa-eu-de-no-ayudar-y-crear-panico,universal,3-02-2020,1
Coronavirus de Wuhan ya dejó más muertos que el Sras en China,https://www.eluniversal.com.mx/mundo/coronavirus-de-wuhan-ya-dejo-mas-muertos-que-el-sras-en-china,universal,3-02-2020,1
China acusa a EU de crear pánico por el coronavirus,https://www.milenio.com/internacional/coronavirus-china-acusa-eu-crear-panico-ayudar,milenio,3-02-2020,1
Tokio 2020 extrema medidas por Coronavirus,https://www.milenio.com/deportes/mas-aficion/tokio-2020-extrema-medidas-por-coronavirus,milenio,3-02-2020,0
OMS trabaja con Google contra la desinformación del coronavirus,https://www.milenio.com/internacional/europa/la-oms-trabaja-con-google-contra-la-desinformacion-del-coronavirus,milenio,3-02-2020,0
Visitante coreana no recibió protocolo de salud en Puebla,https://www.milenio.com/politica/comunidad/asegura-joven-coreana-protocolo-salud-aplicaron,milenio,3-02-2020,0
"Por coronavirus, aíslan a un chino en Chihuahua",https://www.milenio.com/estados/cronavirus-ponen-cuarentena-45-chinos-chihuahua,milenio,3-02-2020,1
Coronavirus mantiene en alerta comercio internacional de México,https://www.milenio.com/negocios/coronavirus-mantiene-alerta-comercio-internacional-mexico-comce,milenio,3-02-2020,1
Farmacias se mantienen alerta con indicaciones de SS por coronavirus,https://www.milenio.com/ciencia-y-salud/farmacias-mantienen-alerta-indicaciones-ssh-coronavirus,milenio,3-02-2020,1
